rcvr_id,txn_mth,mkt_place_attempt_y_n,browser_code,chkout_integrtn_type,mobile_os,mobile_devc_type,PRODUCT,rcvr_cntry_code,IB_XB_flag,Member_Guest,Web_Mobile,Product_Exp,prod_exp_wps,Fallout_rsn_desc,Fallout_Desc,Review_Desc,last_lndg_pg_dervd_flow_type,STARTS,DONES
2260949389864273206 ,2015/02,N,635,S,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1916585353523951860 ,2014/09,N,623,#,#,#,Website Payment Standard,HK ,XB,Member,Web Checkout,Unified Experience,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1673464919988517066 ,2014/11,Y,638,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
1486910772048511427 ,2015/01,Y,635,M,iOS,Tablet,Express Checkout,AU ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1981330095751076876 ,2015/01,Y,-99,M,iOS,Tablet,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2144741621357808617 ,2015/06,N,594,S,#,#,Express Checkout,US ,IB,Guest,Web Checkout,1X,Hermes Redirect,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
1573857318707792016 ,2015/05,Y,-99,#,iOS,SmartPhone,Express Checkout,US ,XB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2205012727538637184 ,2014/07,Y,655,M,#,#,Express Checkout,C2 ,XB,Guest,Web Checkout,Unified Experience,Transaction,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,2,0
1944315994169428230 ,2014/12,Y,624,M,iOS,Tablet,Express Checkout,US ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1903075089608954545 ,2015/04,N,640,#,iOS,SmartPhone,Express Checkout,GB ,XB,Unknown/Other,Mobile Checkout,MobileEC,Transaction,1.8.1.Unknown,1.8.Drop Off,Before Review,Invoice Landing,1,0
1335976262340123543 ,2015/03,Y,-99,M,#,#,Express Checkout,GB ,XB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1815106488774094197 ,2015/01,N,274,#,#,#,Email Payments,US ,IB,Unknown/Other,Email Payments,Unified Experience,Invoices,0.0.0.Success,0.0.Success,After Review,Invoice Landing,2,2
1790265159877164575 ,2014/10,Y,-99,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2070999592259219524 ,2014/11,Y,-99,M,Android,#,Express Checkout,DE ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1366622529678444151 ,2014/07,N,654,#,#,#,Email Payments,GB ,XB,Unknown/Other,Email Payments,Unified Experience,UOMe,0.0.0.Success,0.0.Success,After Review,Invoice Landing,1,1
1495624070001542819 ,2014/07,Y,654,M,#,#,Express Checkout,US ,XB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,3,3
2138474453915834211 ,2014/11,N,594,#,#,#,Website Payment Standard,US ,IB,Member,Web Checkout,Unified Experience,PPCart,2.8.5.PageType=Login:PageSpeed=NotSlow,2.8.Drop Off,After Review,Member-Login,1,0
1577469669737111777 ,2014/10,Y,-99,M,iOS,SmartPhone,Express Checkout,IL ,XB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
1966973517880016198 ,2014/07,N,635,#,iOS,SmartPhone,Website Payment Standard,DE ,IB,Member,Mobile Checkout,mWPS,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,3,3
1645949986740142166 ,2015/01,Y,-99,M,Android,#,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
1355231386871460959 ,2014/11,N,630,#,#,#,Email Payments,PH ,IB,Member,Email Payments,Internal,Send Money,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1980235888639438500 ,2015/03,N,633,#,#,#,Hosted Sole Solution,FR ,XB,Member,Web Checkout,Unified Experience,Compact - Button,2.7.1.Flow Deviation,2.7.Flow Deviation,After Review,Member-Login,1,0
2030956594234377824 ,2015/05,N,625,#,#,#,Email Payments,US ,IB,Unknown/Other,Email Payments,Unified Experience,Invoices,0.0.0.Success,0.0.Success,After Review,Invoice Landing,1,1
2084817200677783752 ,2014/12,Y,638,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1776802007354923311 ,2015/05,Y,626,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,8,8
2145209850415574668 ,2014/07,N,638,S,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,2.7.1.Flow Deviation,2.7.Flow Deviation,After Review,Member-Login,1,0
1354325108189597734 ,2014/09,Y,641,M,Android,#,Express Checkout,US ,XB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1354970274645340297 ,2014/10,Y,656,M,#,#,Express Checkout,IT ,XB,Member,Web Checkout,Unified Experience,Transaction,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
1614145694142112808 ,2014/10,Y,633,M,iOS,Tablet,Express Checkout,TR ,XB,Guest,Mobile Checkout,MobileEC,Transaction,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
1213535040070110867 ,2014/11,Y,274,M,Android,#,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,1.2.1.Login Issues,1.2.Login Issues,Before Review,Member-Login,1,0
1585047664092163725 ,2014/07,N,618,#,#,#,Website Payment Standard,US ,IB,Member,Web Checkout,DPS,3rdparty,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1869317116541899069 ,2014/10,N,636,#,#,#,Email Payments,PH ,IB,Member,Email Payments,Internal,Send Money,2.7.1.Flow Deviation,2.7.Flow Deviation,After Review,Member-Login,1,0
1995790843237584012 ,2014/09,N,622,M,#,#,Express Checkout,FR ,IB,Member,Web Checkout,Full Page,Pure Aries,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2113078636204366182 ,2015/02,N,634,S,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,2.8.1.Unknown,2.8.Drop Off,After Review,Member-Login,1,0
1530868716578958217 ,2014/12,Y,632,M,Android,#,Express Checkout,US ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2121124353704813719 ,2014/07,N,630,#,#,#,Website Payment Standard,US ,XB,Member,Web Checkout,Unified Experience,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,6,6
2296797889879507726 ,2014/08,Y,622,M,iOS,SmartPhone,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1163115943486397870 ,2014/11,Y,622,M,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1707790406091272371 ,2015/04,N,631,#,#,#,Website Payment Standard,DE ,XB,Member,Web Checkout,Unified Experience,Button,1.8.3.PageType=Login:PageSpeed=Slow,1.8.Drop Off,Before Review,Member-Login,1,0
2105871686621050005 ,2014/08,N,633,#,#,#,Website Payment Standard,NL ,XB,Guest,Web Checkout,Unified Experience,Button,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
2071387625082064432 ,2015/04,Y,-99,M,iOS,SmartPhone,Express Checkout,GB ,XB,Member,Mobile Checkout,MEC2,Transaction,1.8.1.Unknown,1.8.Drop Off,Before Review,Member-Login,2,0
1735868467204200580 ,2015/01,N,638,S,#,#,Express Checkout,NL ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1816395768345497072 ,2015/03,Y,630,M,iOS,SmartPhone,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
1272209367477595309 ,2015/06,Y,-99,M,iOS,SmartPhone,Express Checkout,GB ,XB,Member,Mobile Checkout,MEC2,Transaction,1.8.1.Unknown,1.8.Drop Off,Before Review,Member-Login,1,0
1883943775699245850 ,2014/09,Y,631,M,iOS,Tablet,Express Checkout,US ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1775376665937909630 ,2014/08,Y,594,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,4,4
1691828204240596954 ,2015/04,Y,627,M,#,#,Express Checkout,US ,IB,Guest,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
1380095342985378820 ,2014/07,N,628,S,iOS,SmartPhone,Express Checkout,GB ,XB,Guest,Mobile Checkout,MobileEC,Transaction,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
1397650393796220242 ,2015/06,N,-99,M,#,#,Express Checkout,DE ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,5,5
1436693098010172075 ,2015/02,Y,633,M,#,#,Express Checkout,US ,IB,Guest,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
1967701927366925825 ,2015/01,N,632,#,iOS,SmartPhone,Website Payment Standard,GB ,IB,Member,Mobile Checkout,mWPS,3rdparty,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1915761334267675038 ,2014/11,Y,299,M,#,#,Express Checkout,US ,XB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1683168242249032558 ,2015/04,N,623,#,iOS,SmartPhone,Email Payments,GB ,IB,Unknown/Other,Email Payments,mINV,Mobile Invoices,2.8.1.Unknown,2.8.Drop Off,After Review,Invoice Landing,1,0
2263340026895610569 ,2015/05,Y,633,M,Android,#,Express Checkout,US ,XB,Guest,Mobile Checkout,MEC2,Transaction,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
1371483224648376245 ,2015/05,Y,-99,M,Android,#,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1244528138394869032 ,2015/04,N,624,#,#,#,Website Payment Standard,AU ,XB,Guest,Web Checkout,Unified Experience,Button,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Guest-Billing,1,0
1344322710596636412 ,2015/06,Y,-99,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2002754805808475032 ,2014/12,N,622,S,Android,#,Express Checkout,US ,IB,Member,Mobile Checkout,Hermes Mobile,Pure Aries,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1243941773566256455 ,2015/04,N,626,M,Android,#,Express Checkout,GB ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,55,55
1267609507673300980 ,2015/04,N,639,#,#,#,Website Payment Standard,US ,XB,Guest,Web Checkout,DPS,Button,1.8.1.Unknown,1.8.Drop Off,Before Review,Guest-DPS,2,0
1438385044467275017 ,2014/12,N,500,#,#,#,Email Payments,US ,IB,Member,Email Payments,Internal,Send Money,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
2168919790651416942 ,2015/01,Y,594,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
1185569030890838168 ,2015/04,Y,-99,M,Android,#,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1919087909366002586 ,2014/08,N,274,M,#,#,Express Checkout,US ,XB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
1948500358046748425 ,2015/04,N,574,S,#,#,Express Checkout,HK ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1558476968088569662 ,2015/04,Y,637,M,Other,#,Express Checkout,US ,XB,Member,Mobile Checkout,MEC2,Transaction,1.5.1.CC Model,1.5.Model Decline,Before Review,Member-Login,1,0
1241523240325529540 ,2015/03,N,635,#,#,#,Email Payments,KR ,XB,Unknown/Other,Email Payments,Unified Experience,Invoices,0.0.0.Success,0.0.Success,After Review,Invoice Landing,1,1
1929720966614571359 ,2015/01,N,634,#,iOS,Tablet,Website Payment Standard,DE ,IB,Member,Mobile Checkout,mWPS,3rdparty,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1449371690802364403 ,2015/03,N,640,#,Android,#,Website Payment Standard,IT ,IB,Member,Mobile Checkout,mWPS,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2004533472916587284 ,2014/12,N,287,M,#,#,Express Checkout,DE ,IB,Member,Web Checkout,Full Page,Pure Aries,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1378988534918299825 ,2015/03,N,635,#,#,#,Website Payment Standard,US ,XB,Member,Web Checkout,Unified Experience,Button,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
1207321417062424059 ,2014/12,Y,-99,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1407871089986496208 ,2015/01,Y,-99,M,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2019833190546971169 ,2015/03,N,627,#,#,#,Website Payment Standard,FR ,IB,Guest,Web Checkout,Unified Experience,Button,0.0.0.Success,0.0.Success,After Review,Guest-Billing,2,2
1484904758003517201 ,2015/03,Y,642,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1729077483041761688 ,2014/07,N,655,S,#,#,Express Checkout,US ,IB,Guest,Web Checkout,Full Page,Pure Aries,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
2137168885978094388 ,2014/09,Y,624,M,Android,#,Express Checkout,DE ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2000193340320400445 ,2015/05,Y,625,M,iOS,Tablet,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1406917009413144941 ,2014/08,Y,274,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,3,3
1305990168301928039 ,2014/08,N,630,S,#,#,Express Checkout,DE ,XB,Guest,Web Checkout,Unified Experience,Transaction,1.3.1.Guest|Form Error,1.3.Guest|Form Error,Before Review,Guest-Signup,1,0
1360908254585676527 ,2015/01,Y,636,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2279951761334382324 ,2015/01,N,626,S,iOS,Tablet,Express Checkout,US ,IB,Member,Mobile Checkout,Hermes Mobile,Pure Aries,2.8.5.PageType=Login:PageSpeed=NotSlow,2.8.Drop Off,After Review,Member-Login,1,0
1247376539624575472 ,2014/09,Y,-99,M,iOS,SmartPhone,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1624162522530216427 ,2014/07,N,497,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,2.8.5.PageType=Login:PageSpeed=NotSlow,2.8.Drop Off,After Review,Member-Login,1,0
1626509852890790124 ,2015/02,N,-99,S,#,#,Express Checkout,C2 ,XB,Guest,Web Checkout,Unified Experience,Transaction,1.8.1.Unknown,1.8.Drop Off,Before Review,Guest-Billing,2,0
1762983107368874891 ,2014/10,N,627,#,#,#,Website Payment Standard,DE ,IB,Member,Web Checkout,Unified Experience,Button,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1834326722651391870 ,2015/03,N,625,#,#,#,Email Payments,US ,IB,Unknown/Other,Email Payments,Unified Experience,Invoices,0.0.0.Success,0.0.Success,After Review,Invoice Landing,1,1
1478931138416688783 ,2015/04,N,633,#,#,#,Express Checkout,US ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2260752264080979442 ,2014/12,Y,539,M,#,#,Express Checkout,C2 ,XB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1875094031624434572 ,2015/05,Y,629,M,#,#,Express Checkout,TH ,XB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1669719205163271743 ,2015/01,Y,-99,M,iOS,Tablet,Express Checkout,DE ,XB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
2037792422471045318 ,2015/03,N,-99,S,iOS,Tablet,Express Checkout,US ,IB,Unknown/Other,Web Checkout,1X,Hermes Redirect,0.0.0.Success,0.0.Success,After Review,Unknown,1,1
1195525692883400962 ,2015/02,N,630,#,iOS,SmartPhone,Email Payments,US ,IB,Unknown/Other,Email Payments,mINV,Mobile Invoices,2.8.1.Unknown,2.8.Drop Off,After Review,Invoice Landing,1,0
1601068065275726026 ,2014/08,N,639,S,#,#,Express Checkout,DE ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,3,3
2054209309003315877 ,2015/05,Y,626,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
2024355089701533123 ,2015/01,Y,622,M,iOS,Tablet,Express Checkout,US ,IB,Member,Mobile Checkout,MobileEC,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1962255131372299991 ,2014/10,Y,634,M,iOS,SmartPhone,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1442053799125993729 ,2014/10,Y,626,M,iOS,SmartPhone,Express Checkout,GB ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1804043754343457640 ,2014/08,N,656,S,#,#,Express Checkout,GB ,XB,Member,Web Checkout,Unified Experience,Transaction,1.8.5.PageType=Login:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
2286649156028779929 ,2014/07,Y,649,M,#,#,Express Checkout,GB ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,15,15
2064192813504858100 ,2014/09,Y,-99,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,3,3
2091239847606697727 ,2014/12,Y,-99,M,iOS,SmartPhone,Express Checkout,AU ,XB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1842103271369115572 ,2015/06,Y,537,M,#,#,Express Checkout,AU ,IB,Member,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,3,3
1657662069121457382 ,2014/07,Y,636,M,iOS,SmartPhone,Express Checkout,C2 ,XB,Member,Mobile Checkout,MEC2,Transaction,1.6.2.Processor,1.6.Auth Decline,Before Review,Member-Login,1,0
1683135750465787311 ,2015/01,Y,-99,M,#,#,Express Checkout,US ,IB,Member,Web Checkout,IXO Flow,IXO,0.0.0.Success,0.0.Success,After Review,Member-Login,2,2
1426775495650371820 ,2014/10,Y,642,M,#,#,Express Checkout,US ,IB,Guest,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
1709616110122568931 ,2014/08,Y,627,M,#,#,Express Checkout,TH ,XB,Guest,Web Checkout,Unified Experience,Transaction,1.8.1.Unknown,1.8.Drop Off,Before Review,Guest-FGA,1,0
2181012079510415377 ,2014/10,Y,638,M,#,#,Express Checkout,US ,XB,Guest,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Guest-Billing,1,1
1318644647410321433 ,2014/09,Y,641,M,Android,#,Express Checkout,US ,IB,Member,Mobile Checkout,MEC2,Transaction,1.6.2.Processor,1.6.Auth Decline,Before Review,Member-Login,1,0
2066151214317438097 ,2015/04,N,623,#,#,#,Website Payment Standard,US ,XB,Member,Web Checkout,Unified Experience,PPCart,1.8.4.PageType=Billing:PageSpeed=NotSlow,1.8.Drop Off,Before Review,Member-Login,1,0
1405141306962044988 ,2014/11,Y,635,M,iOS,SmartPhone,Express Checkout,AU ,IB,Member,Mobile Checkout,MEC2,Transaction,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1281061985933076703 ,2014/10,N,624,#,#,#,Email Payments,RO ,XB,Member,Email Payments,Internal,Send Money,0.0.0.Success,0.0.Success,After Review,Member-Login,1,1
1768960205646400218 ,2014/08,Y,-99,M,#,#,Express Checkout,US ,IB,Unknown/Other,Web Checkout,Unified Experience,Transaction,0.0.0.Success,0.0.Success,After Review,Unknown,1,1
2042708085094240824 ,2015/03,N,-99,S,#,#,Express Checkout,US ,IB,Guest,Web Checkout,Full Page,Pure Aries,0.0.0.Success,0.0.Success,After Review,Guest-Billing,2,2
2104845486071645764 ,2014/08,Y,641,M,#,#,Express Checkout,US ,XB,Guest,Web Checkout,Unified Experience,Transaction,1.7.1.Flow Deviation,1.7.Flow Deviation,Before Review,Guest-Billing,1,0
